table_name       column_name  domain_name width scale nulls default       
trustbox         tb_nameOfBra varchar       100     0 Y     ''            
trustbox         tb_manufactu varchar       100     0 Y     ''            
trustbox         tb_packageSi varchar       100     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_productIm varchar       256     0 Y     ''            
trustbox         tb_compulsor varchar       512     0 Y     ''            
trustbox         tb_compulsor varchar       512     0 Y     ''            
trustbox         tb_compulsor varchar       512     0 Y     ''            
trustbox         tb_compulsor varchar       512     0 Y     ''            
trustbox         tb_distribut varchar       100     0 Y     ''            
trustbox         tb_instructi varchar       512     0 Y     ''            
trustbox         tb_instructi varchar       512     0 Y     ''            
trustbox         tb_instructi varchar       512     0 Y     ''            
trustbox         tb_instructi varchar       512     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_nutrition varchar       256     0 Y     ''            
trustbox         tb_percentag numeric         4     2 Y     0             
trustbox         tb_regulated varchar       100     0 Y     ''            
trustbox         tb_regulated varchar       100     0 Y     ''            
trustbox         tb_regulated varchar       100     0 Y     ''            
trustbox         tb_regulated varchar       100     0 Y     ''            
trustbox         tb_specialSt varchar       256     0 Y     ''            
trustbox         tb_specialSt varchar       256     0 Y     ''            
trustbox         tb_specialSt varchar       256     0 Y     ''            
trustbox         tb_specialSt varchar       256     0 Y     ''            
trustbox         tb_claimAgri numeric         1     0 N     0             
trustbox         tb_claimCert numeric         1     0 N     0             
trustbox         tb_claimKosh numeric         1     0 N     0             
trustbox         tb_claimBiog numeric         1     0 N     0             
trustbox         tb_claimEuOr numeric         1     0 N     0             
trustbox         tb_claimFair numeric         1     0 N     0             
trustbox         tb_claimHala numeric         1     0 N     0             
trustbox         tb_claimOxfa numeric         1     0 N     0             
trustbox         tb_claimMees numeric         1     0 N     0             
trustbox         tb_claimMeri numeric         1     0 N     0             
trustbox         tb_claimMari numeric         1     0 N     0             
trustbox         tb_claimVege numeric         1     0 N     0             
trustbox         tb_household varchar        64     0 Y     ''            
trustbox         tb_household varchar        64     0 Y     ''            
trustbox         tb_household varchar        64     0 Y     ''            
trustbox         tb_household varchar        64     0 Y     ''            
trustbox         tb_dailyValu varchar        64     0 Y     ''            
trustbox         tb_dailyValu varchar        64     0 Y     ''            
trustbox         tb_dailyValu varchar        64     0 Y     ''            
trustbox         tb_dailyValu varchar        64     0 Y     ''            
trustbox         tb_servingsP varchar        32     0 Y     ''            
trustbox         tb_reference varchar         8     0 Y     '100g'        
turn_prev        tpid         integer         4     0 N     autoincrement 
turn_prev        tpturnhead   numeric         3     0 N     (NULL)        
turn_prev        tpdate       timestamp       8     0 N     (NULL)        
turnhead         thid         numeric         3     0 N     (NULL)        
turnhead         thdesc       varchar        20     0 Y     (NULL)        
turnhead         thactiv      char            1     0 Y     (NULL)        
turnhead         tlcmnt       varchar       120     0 Y     (NULL)        
turnhead         thday_inteva integer         4     0 Y     (NULL)        
turnline         tlid         numeric         3     0 N     (NULL)        
turnline         tladcode     char           10     0 N     (NULL)        
turnline         tlshipto     numeric         4     0 N     (NULL)        
turnline         tlsort       numeric         3     0 Y     (NULL)        
turnline         tlcmnt       varchar       120     0 Y     (NULL)        
tvalvl           ttcode       char            1     0 N     (NULL)        
tvalvl           ttdesc       char           10     0 N     (NULL)        
tvalvl           ttpos        numeric         2     0 N     (NULL)        
tvalvl           ttdefault    char            1     0 Y     (NULL)        
tvalvl_country   tccode       char            1     0 N     (NULL)        
tvalvl_country   tccountry    char            2     0 N     (NULL)        
tvalvl_country   tclvl        numeric         4     2 N     (NULL)        
tvalvl_country   tclinkcompta varchar         5     0 Y     (NULL)        
tvalvl_country   tcprestalvl  char            1     0 Y     (NULL)        
userfields       uftableid    char           15     0 N     (NULL)        
userfields       uffieldid    char            7     0 N     (NULL)        
userfields       uflabel      varchar        20     0 Y     (NULL)        
userfields       uftype       char            1     0 Y     (NULL)        
userfields       ufformat     numeric         5     1 Y     (NULL)        
userfields       ufchoice     char            4     0 Y     (NULL)        
userfields       ufsort       numeric         2     0 Y     (NULL)        
userfields       ufactiv      char            1     0 Y     (NULL)        
userfields       ufinitval    varchar        40     0 Y     (NULL)        
userfields       ufddlbid     numeric         2     0 Y     (NULL)        
userfields       ufddlbobject varchar        20     0 Y     (NULL)        
userfields       ufddlbtyp    char            1     0 Y     (NULL)        
userfields       ufddlbdispla varchar        20     0 Y     (NULL)        
userfields       ufddlbdata   varchar        20     0 Y     (NULL)        
userfields       ufchoice_nbl numeric         2     0 Y     (NULL)        
userfields       uf_show_form varchar        32     0 Y     ''            
userfieldsddlb   udid         numeric         2     0 N     (NULL)        
userfieldsddlb   udobject     varchar        20     0 Y     (NULL)        
userfieldsddlb   uddesc       varchar        20     0 Y     (NULL)        
userfieldsddlb   uddisplay    varchar        20     0 Y     (NULL)        
userfieldsddlb   uddata       varchar        20     0 Y     (NULL)        
userfieldsddlb   uddatatyp    char            1     0 Y     (NULL)        
userfieldsddlb   uddatasize   numeric         2     0 Y     (NULL)        
users            uscode       char           50     0 N     (NULL)        
users            usactiv      char            1     0 N     (NULL)        
users            usname       char           30     0 N     (NULL)        
users            uspswrd      char           50     0 N     (NULL)        
users            uslastcon    timestamp       8     0 Y     (NULL)        
users            ustyp        char            1     0 Y     (NULL)        
users            usacttyp     char            1     0 Y     (NULL)        
users            Ussalesman   char            1     0 Y     (NULL)        
users            uscost       numeric         8     4 Y     (NULL)        
users            ustsacces    char            1     0 Y     (NULL)        
users            usmailsign   varchar       200     0 Y     (NULL)        
users            ussuppcrm    char            1     0 Y     (NULL)        
users            usrtfmailsig long binary 32767     0 Y     (NULL)        
users            usprefmail   char            1     0 Y     (NULL)        
users            uspurchaser  char            1     0 Y     (NULL)        
users            ustel        char           20     0 Y     (NULL)        
users            usfax        char           20     0 Y     (NULL)        
users            usmail       char           50     0 Y     (NULL)        
users            usgsm        char           20     0 Y     (NULL)        
users            ustitle      char           30     0 Y     (NULL)        
users            uslastsync   timestamp       8     0 Y     (NULL)        
users            usentry      char            1     0 Y     (NULL)        
users            usmodifustms char            1     0 Y     (NULL)        
users            usprefdi     char            1     0 Y     (NULL)        
users            usoldpswrd   char           50     0 Y     (NULL)        
users            uslastchange timestamp       8     0 Y     (NULL)        
users            uslang       char            2     0 Y     (NULL)        
users            usprep       char            1     0 Y     (NULL)        
users            usbomright   char            1     0 Y     (NULL)        
users            usmcdo       varchar        10     0 Y     (NULL)        
users            usmcdo2      varchar        10     0 Y     (NULL)        
users            ussmcode     char            8     0 Y     (NULL)        
users            usdefaultmcd varchar        10     0 N     '##########'  
users            usnewdesign  char            1     0 Y     (NULL)        
users            usrtimer     numeric         4     0 Y     (NULL)        
users            ustrfoutlook numeric         1     0 N     0             
users            uscolor      integer         4     0 Y     16777215      
users            ustranslate  bit             1     0 N     0             
users            usmod        char            1     0 Y     'N'           
users            usbrf        char            1     0 Y     'N'           
users_design     uscode       char           50     0 N     (NULL)        
users_design     pmi_version  char            2     0 N     (NULL)        
users_design     backcolor_to numeric        10     0 N     (NULL)        
users_design     textcolor_to numeric        10     0 N     (NULL)        
users_design     backcolor_le numeric        10     0 N     (NULL)        
users_design     textcolor_le numeric        10     0 N     (NULL)        
users_design     backcolor_ri numeric        10     0 N     (NULL)        
users_design     textcolor_ri numeric        10     0 N     (NULL)        
users_design     backcolor_bo numeric        10     0 N     (NULL)        
users_design     textcolor_bo numeric        10     0 N     (NULL)        
users_design     backcolor_wo numeric        10     0 N     (NULL)        
users_design     line_color   numeric        10     0 N     (NULL)        
users_design     backcolor_me numeric        10     0 N     (NULL)        
users_design     textcolor_me numeric        10     0 N     (NULL)        
users_design     backcolor_me numeric        10     0 N     (NULL)        
users_design     textcolor_me numeric        10     0 N     (NULL)        
users_design     backcolor_me numeric        10     0 N     (NULL)        
users_design     textcolor_me numeric        10     0 N     (NULL)        
users_design     backcolor_me numeric        10     0 N     (NULL)        
users_design     backcolor_me numeric        10     0 N     (NULL)        
users_design     backcolor_to numeric        10     0 N     (NULL)        
users_design     backcolor_to numeric        10     0 N     (NULL)        
users_design     backcolor_to numeric        10     0 N     (NULL)        
users_design     backcolor_fa numeric        10     0 N     (NULL)        
users_design     backcolor_fa numeric        10     0 N     (NULL)        
users_design     backcolor_fa numeric        10     0 N     (NULL)        
users_design     backcolor_wi numeric        10     0 N     (NULL)        
users_design     backcolor_ta numeric        10     0 N     (NULL)        
users_design     textcolor_ob numeric        10     0 N     (NULL)        
users_design     backcolor_da numeric        10     0 N     (NULL)        
users_design     textcolor_da numeric        10     0 N     (NULL)        
users_design     backcolor_da numeric        10     0 N     (NULL)        
users_design     backcolor_da numeric        10     0 N     (NULL)        
users_design     backcolor_da numeric        10     0 N     (NULL)        
users_design     backcolor_da numeric         1     0 N     (NULL)        
users_design     multi_screen numeric         1     0 N     (NULL)        
users_favoris    uscode       char           50     0 N     (NULL)        
users_favoris    favoris_numb numeric         2     0 N     (NULL)        
users_favoris    favoris_clas char          255     0 N     (NULL)        
users_size       uscode       char           50     0 N     (NULL)        
users_size       window_name  char          255     0 N     (NULL)        
users_size       object_name  char          255     0 N     (NULL)        
users_size       window_x     numeric        10     0 Y     (NULL)        
users_size       window_y     numeric        10     0 Y     (NULL)        
users_size       window_width numeric        10     0 Y     (NULL)        
users_size       window_heigh numeric        10     0 Y     (NULL)        
users_size       object_zoom  numeric        10     0 Y     (NULL)        
usersconx        ucipadress   char           15     0 N     (NULL)        
usersconx        ucpcname     varchar        50     0 N     (NULL)        
usersconx        ucpcuser     varchar        50     0 N     (NULL)        
usersconx        uclastconxda timestamp       8     0 N     (NULL)        
usersconx        ucprguser    char           50     0 N     (NULL)        
usersconx        ucconxtype   char            2     0 N     (NULL)        
usersconx        ucconnectid  integer         4     0 Y     (NULL)        
usersconx        ucappli      varchar        15     0 Y     (NULL)        
viewnames        vncode       varchar        60     0 N     (NULL)        
viewnames        vnname       varchar        60     0 N     (NULL)        
viewnames        vnsort       numeric         3     0 Y     (NULL)        
viewnames        vnadcode     char           60     0 Y     (NULL)        
viewstruct       vscode       varchar        60     0 N     (NULL)        
viewstruct       vsfieldcode  varchar        60     0 N     (NULL)        
viewstruct       vsfieldname  varchar        60     0 N     (NULL)        
viewstruct       vssort       numeric         3     0 Y     (NULL)        
wb5addfields     afcode       varchar        10     0 N     (NULL)        
wb5addfields     afdesc       varchar        30     0 Y     (NULL)        
wb5addfields     afactiv      char            1     0 Y     (NULL)        
wb5addfields     afpos        numeric         2     0 Y     (NULL)        
wb5addfields     afmccocode   char           10     0 N     (NULL)        
wb5addfields     afsort       numeric         2     0 Y     (NULL)        
wbvatcodes       wbopertyp    char            1     0 N     (NULL)        
wbvatcodes       wbvatdectyp  char            1     0 N     (NULL)        
wbvatcodes       wbacctyp     char            1     0 N     (NULL)        
wbvatcodes       wbvattyp     char            1     0 N     (NULL)        
wbvatcodes       wbvatrate    numeric         5     2 N     (NULL)        
wbvatcodes       wbvatcode    char            6     0 Y     (NULL)        
wccal            wkcode       char            8     0 N     (NULL)        
wccal            wkdate       timestamp       8     0 N     (NULL)        
wccal            wkordno      numeric         6     0 N     (NULL)        
wccal            wkmacavail   numeric         6     2 N     (NULL)        
wccal            wkmacreq     numeric         6     2 N     (NULL)        
wccal            wklabreq     numeric         6     2 Y     (NULL)        
wcplan           wpwccode     char            8     0 N     (NULL)        
wcplan           wpdat        timestamp       8     0 N     (NULL)        
wcplan           wpmacavail   numeric         6     2 Y     (NULL)        
wcplan           wpmacrun     numeric         6     2 Y     (NULL)        
wcplan           wplabrun     numeric         6     2 Y     (NULL)        
wcreq            wrordno      numeric         6     0 N     (NULL)        
wcreq            wrline       numeric         4     0 N     (NULL)        
wcreq            writem       char           20     0 N     (NULL)        
wcreq            wrwccode     char            8     0 N     (NULL)        
wcreq            wrduedat     timestamp       8     0 N     (NULL)        
wcreq            wrmacrun     numeric         6     2 N     (NULL)        
wcreq            wrreldat     timestamp       8     0 N     (NULL)        
wcreq            wrorddat     timestamp       8     0 N     (NULL)        
wcreq            wrlabrun     numeric         6     2 N     (NULL)        
webcmnt          cmcode       char           10     0 N     (NULL)        
webcmnt          cmexpl       varchar        30     0 Y     (NULL)        
webcmnt          cmdesc       varchar      1000     0 N     (NULL)        
webcmnt          cmdesc_nl    varchar       256     0 Y     (NULL)        
webcmnt          cmdesc_uk    varchar       256     0 Y     (NULL)        
websalhead       wshwebid     numeric         9     0 N     (NULL)        
websalhead       wshcust      char           10     0 Y     (NULL)        
websalhead       wshstatus    char            1     0 Y     (NULL)        
websalhead       wshcode      numeric         6     0 Y     (NULL)        
websalhead       wshcustref   char           40     0 Y     (NULL)        
websalhead       wshcurr      char            3     0 Y     (NULL)        
websalhead       wshdatcrea   timestamp       8     0 Y     (NULL)        
websalhead       wshdatreq    timestamp       8     0 Y     (NULL)        
websalhead       wshcmnt      char         1000     0 Y     (NULL)        
websalhead       wshautho     char            1     0 Y     (NULL)        
websalhead       wshshipto    numeric         4     0 Y     (NULL)        
websalline       wslwebidhead numeric         9     0 N     (NULL)        
websalline       wslwebidline numeric         9     0 N     (NULL)        
websalline       wslstatus    char            1     0 Y     (NULL)        
websalline       wslcode      numeric         6     0 Y     (NULL)        
websalline       wslline      numeric         4     0 Y     (NULL)        
websalline       wslitem      char           20     0 Y     (NULL)        
websalline       wslqtyord    numeric        10     3 Y     (NULL)        
websalline       wslcustref   varchar        40     0 Y     (NULL)        
websalline       wsldatreq    timestamp       8     0 Y     (NULL)        
websalline       wslstdval    numeric        10     4 Y     (NULL)        
websalline       wsldatcrea   timestamp       8     0 Y     (NULL)        
websalline       wslshipto    numeric         4     0 Y     (NULL)        
websalline       wslorval     numeric        10     4 Y     (NULL)        
websalline       wslorigin    char            1     0 Y     (NULL)        
websalline       wslcomment   varchar        20     0 Y     (NULL)        
websalline       wsluomord    varchar         8     0 Y     (NULL)        
websalline       wsluomconv   numeric        16    10 Y     (NULL)        
websalline       wslsalval    numeric         8     2 Y     (NULL)        
websalline       wslrist      numeric         4     2 Y     (NULL)        
websalline       wslqtyreq    numeric        10     3 Y     (NULL)        
websalline       wslpricetype char            1     0 Y     (NULL)        
websalline       wslunitprice numeric        10     4 Y     (NULL)        
websalline       wslbaseprice numeric        10     4 Y     (NULL)        
websalline       wslfinalpric numeric        12     4 Y     (NULL)        
websalline       wslprorig    char            1     0 Y     (NULL)        
windows_resize   window_name  char          255     0 N     (NULL)        
windows_resize   object_name  char          255     0 N     (NULL)        
windows_resize   parent_name  char          255     0 N     (NULL)        
windows_resize   resize_type  numeric         2     0 Y     (NULL)        
wipeval          wecode       numeric         6     0 N     (NULL)        
wipeval          wecmat       numeric         8     2 Y     (NULL)        
wipeval          wecmfg       numeric         8     2 Y     (NULL)        
wipeval          wepcdone     numeric         3     0 Y     (NULL)        
wipeval          weaddval     numeric         8     2 Y     (NULL)        
wipeval          wewip        numeric         8     2 Y     (NULL)        
WMS_CSS          wc_id        integer         4     0 N     autoincrement 
WMS_CSS          wc_date_inte timestamp       8     0 N     "now"()       
WMS_CSS          wc_PRODUCT_C char           20     0 Y     (NULL)        
WMS_CSS          wc_LOT_CODE  char           30     0 Y     (NULL)        
WMS_CSS          wc_DATE      varchar        64     0 Y     (NULL)        
WMS_CSS          wc_STATUS_CO varchar        64     0 Y     (NULL)        
WMS_CSS          wc_QUANTITY  numeric        12     5 Y     (NULL)        
WMS_CSS          wc_OPERATION varchar        64     0 Y     (NULL)        
WMS_CSS          wc_filename  varchar      1024     0 N     (NULL)        
WMS_STO          ws_id        integer         4     0 N     autoincrement 
WMS_STO          ws_fk_iw_id  integer         4     0 Y     (NULL)        
WMS_STO          ws_fk_file_i integer         4     0 N     (NULL)        
WMS_STO          ws_LOT_CODE  char           30     0 N     (NULL)        
WMS_STO          ws_QUANTITY  numeric        12     5 N     (NULL)        
workcenters      wccode       char            8     0 N     (NULL)        
workcenters      wcname       char           30     0 N     (NULL)        
workcenters      wcactiv      char            1     0 N     (NULL)        
workcenters      wccost       numeric         8     4 Y     (NULL)        
workcenters      wccal        char            6     0 Y     (NULL)        
workcenters      wccrit       char            1     0 Y     (NULL)        
workcenters      wccolor      numeric         8     0 Y     (NULL)        
workcenters      wcmacfix     numeric        10     4 Y     (NULL)        
workcenters      wcmacprop    numeric        10     4 Y     (NULL)        
workcenters      wcmonday     numeric         6     2 Y     (NULL)        
workcenters      wctuesday    numeric         6     2 Y     (NULL)        
workcenters      wcwednesday  numeric         6     2 Y     (NULL)        
workcenters      wcthursday   numeric         6     2 Y     (NULL)        
workcenters      wcfriday     numeric         6     2 Y     (NULL)        
workcenters      wcsaturday   numeric         6     2 Y     (NULL)        
workcenters      wcsunday     numeric         6     2 Y     (NULL)        
workcenters      wcdptid      numeric         2     0 Y     (NULL)        
workcenters      wcadvsched   char            1     0 N     'Y'           
workers          wkcode       char            8     0 N     (NULL)        
workers          wkactiv      char            1     0 Y     (NULL)        
workers          wkname       char           20     0 Y     (NULL)        
workers          wkpswrd      char            8     0 Y     (NULL)        
workers          wkwc         char            8     0 Y     (NULL)        
workers          wkwt         char            8     0 Y     (NULL)        
workers          wktyp        char            1     0 Y     (NULL)        
workers          wkselfvalid  char            1     0 Y     (NULL)        
workers          wkcost       numeric         8     4 Y     (NULL)        
workers          wkinout      char            1     0 Y     (NULL)        
workers          wkadid       char           10     0 Y     (NULL)        
workers          wkgroup      numeric         3     0 Y     (NULL)        
workers          wkpayroll    varchar        20     0 Y     (NULL)        
workers          wkcell       integer         4     0 Y     (NULL)        
workflowhead     whid         numeric         6     0 N     (NULL)        
workflowhead     whname       char           50     0 N     (NULL)        
workflowhead     whcmnt       long varcha 32767     0 Y     (NULL)        
workflowhead     whactive     char            1     0 N     (NULL)        
workflowhead     whcreadate   timestamp       8     0 N     (NULL)        
workflowhead     whcreator    char           50     0 N     (NULL)        
workflowhead     whmoddate    timestamp       8     0 Y     (NULL)        
workflowhead     whmoduser    char           50     0 Y     (NULL)        
workflowline     wlhead       numeric         6     0 N     (NULL)        
workflowline     wlline       numeric         3     0 N     (NULL)        
workflowline     wlseq        numeric         4     0 N     (NULL)        
workflowline     wlname       char           50     0 Y     (NULL)        
workflowline     wloperationt char            1     0 N     (NULL)        
workflowline     wllinkclose  numeric         6     0 Y     (NULL)        
workflowline     wllinkmodif  numeric         6     0 Y     (NULL)        
workflowline     wllinkcreate numeric         6     0 Y     (NULL)        
workflowline     wlcreadate   timestamp       8     0 N     (NULL)        
workflowline     wlcreator    char           50     0 N     (NULL)        
workflowline     wlmoddate    timestamp       8     0 Y     (NULL)        
workflowline     wlmoduser    char           50     0 Y     (NULL)        
workflowline     wlactiontype numeric         2     0 Y     (NULL)        
workflowline     wlusertype   char            1     0 Y     (NULL)        
workflowline     wluser       char           50     0 Y     (NULL)        
workflowline     wldesc       varchar        30     0 Y     (NULL)        
workflowline     wloffsetdays numeric         3     0 N     (NULL)        
workflowline     wltiming     numeric         4     0 N     (NULL)        
workflowline     wltable      char           60     0 Y     (NULL)        
workflowline     wlfield      char           60     0 Y     (NULL)        
workflowline     wlvalue      numeric         3     0 Y     (NULL)        
workflowline     wlsql        varchar       200     0 Y     (NULL)        
workflowline     wlchoicedate char            1     0 Y     (NULL)        
workflowline     wlexecuteimm char            1     0 Y     (NULL)        
workflowline     wlitem       char           20     0 Y     (NULL)        
workflowline     wlquoteval   numeric         9     2 Y     (NULL)        
workflowline     wllinkfail   numeric         6     0 Y     (NULL)        
workhead         whwkcode     char            8     0 N     (NULL)        
workhead         whdate       timestamp       8     0 N     (NULL)        
workhead         whstdtime    numeric         4     2 Y     (NULL)        
workhead         whwrktime    numeric         4     2 Y     (NULL)        
workhead         whstatus     char            1     0 Y     (NULL)        
workimport       widate       timestamp       8     0 N     (NULL)        
workimport       wiworkerid   char            6     0 N     (NULL)        
workimport       wiordertyp   char            1     0 N     (NULL)        
workimport       wiorderno    numeric         6     0 N     (NULL)        
workimport       wijob        char            8     0 N     (NULL)        
workimport       widatend     timestamp       8     0 Y     (NULL)        
workimport       wilstatus    char            1     0 N     (NULL)        
workimport       widstatus    char            1     0 N     (NULL)        
workimport       wicmnt       varchar        50     0 Y     (NULL)        
workline         wlwkcode     char            8     0 N     (NULL)        
workline         wldat        timestamp       8     0 N     (NULL)        
workline         wlstart      char            5     0 N     (NULL)        
workline         wlend        char            5     0 Y     (NULL)        
workline         wlwrktime    numeric        18    10 Y     (NULL)        
workline         wltyp        char            1     0 Y     (NULL)        
workline         wlmfgid      numeric         6     0 Y     (NULL)        
workline         wlwcid       char            8     0 Y     (NULL)        
workline         wlopid       char            4     0 Y     (NULL)        
workline         wlstatus     char            1     0 Y     (NULL)        
workline         wlpos        numeric         3     0 Y     (NULL)        
workline         wlfileline   numeric         4     0 Y     (NULL)        
workline         wlseq        numeric         3     0 N     (NULL)        
workline         wlwcreqsline numeric         4     0 Y     (NULL)        
workoper         wotyp        char            1     0 N     (NULL)        
workoper         wowcid       char            8     0 N     (NULL)        
workoper         woopid       char            4     0 N     (NULL)        
workoper         woopdesc     char           20     0 Y     (NULL)        
workoper         wowruse      char            1     0 Y     (NULL)        
workoper         wowrcode     char            8     0 Y     (NULL)        
workoper         wowrgroup    numeric         3     0 Y     (NULL)        
workroll         wrcode       char            8     0 N     (NULL)        
workroll         wrdat        timestamp       8     0 N     (NULL)        
workroll         wropid       char            4     0 N     (NULL)        
workroll         wrtime       numeric         4     2 Y     (NULL)        
worktictrl       wtcode       numeric         3     0 N     (NULL)        
worktictrl       wtdesc       varchar        20     0 Y     (NULL)        
worktictrl       wtoper       char            4     0 Y     (NULL)        
worktime         wtcode       char            8     0 N     (NULL)        
worktime         wtactiv      char            1     0 Y     (NULL)        
worktime         wtdesc       char           20     0 Y     (NULL)        
worktime         wtmond       numeric         4     2 Y     (NULL)        
worktime         wttued       numeric         4     2 Y     (NULL)        
worktime         wtwedd       numeric         4     2 Y     (NULL)        
worktime         wtthid       numeric         4     2 Y     (NULL)        
worktime         wtfrid       numeric         4     2 Y     (NULL)        
worktime         wtsatd       numeric         4     2 Y     (NULL)        
worktime         wtsund       numeric         4     2 Y     (NULL)        
xmlerrors        xetyp        char            1     0 Y     (NULL)        
xmlerrors        xecode       integer         4     0 Y     (NULL)        
xmlerrors        xedesc       varchar       256     0 Y     (NULL)        
xmlfile          xfid         integer         4     0 Y     (NULL)        
xmlfile          xfparent     integer         4     0 Y     (NULL)        
xmlfile          xfname       varchar       256     0 Y     (NULL)        
xmlfile          xftext       varchar       256     0 Y     (NULL)        
yq_action        action_code  numeric         6     0 N     (NULL)        
yq_action        cust_code    char           10     0 Y     (NULL)        
yq_action        cust_name    char           30     0 N     (NULL)        
yq_action        cont_name    char           30     0 Y     (NULL)        
yq_action        activ_code   numeric         2     0 Y     (NULL)        
yq_action        activ_desc   char           20     0 Y     (NULL)        
yq_action        user_code    char           50     0 Y     (NULL)        
yq_action        user_name    char           30     0 Y     (NULL)        
yq_action        action_date  date            4     0 Y     (NULL)        
yq_action        actions_time numeric         4     0 Y     (NULL)        
yq_action        actions_stat char           25     0 Y     (NULL)        
yq_action        actions_cmnt long varcha 32767     0 Y     (NULL)        
yq_action        actions_desc varchar        50     0 Y     (NULL)        
yq_action        actions_date date            4     0 Y     (NULL)        
yq_action        filehead_cod numeric         4     0 Y     (NULL)        
yq_action        fileline_cod numeric         4     0 Y     (NULL)        
yq_action        filehead_des char           50     0 Y     (NULL)        
yq_action        fileline_des char           50     0 Y     (NULL)        
yq_action        action_pccos numeric         8     4 Y     (NULL)        
yq_action        action_uscos numeric         8     4 Y     (NULL)        
yq_action        action_mocos numeric         8     4 Y     (NULL)        
yq_action        action_invst char           25     0 Y     (NULL)        
yq_action        action_salco numeric         6     0 Y     (NULL)        
yq_action        action_salli numeric         4     0 Y     (NULL)        
yq_action        action_invco numeric         6     0 Y     (NULL)        
yq_action        action_invli numeric         3     0 Y     (NULL)        
yq_action        action_succe char            1     0 Y     (NULL)        
yq_action        action_valof numeric         9     2 Y     (NULL)        
yq_action        action_item  char           20     0 Y     (NULL)        
yq_action        action_prior varchar        40     0 Y     (NULL)        
yq_action        action_persu numeric         5     2 Y     (NULL)        
yq_action        action_qty   numeric        12     3 Y     (NULL)        
yq_actions       action_id    numeric         6     0 N     (NULL)        
yq_actions       company_code char           10     0 Y     (NULL)        
yq_actions       customer_nam char           30     0 N     (NULL)        
yq_actions       contact_id   numeric         4     0 Y     (NULL)        
yq_actions       contact_name char           30     0 Y     (NULL)        
yq_actions       activity_id  numeric         2     0 Y     (NULL)        
yq_actions       activity_nam char           20     0 Y     (NULL)        
yq_actions       user_id      char           50     0 Y     (NULL)        
yq_actions       user_name    char           30     0 Y     (NULL)        
yq_actions       action_activ date            4     0 Y     (NULL)        
yq_actions       action_activ char            8     0 Y     (NULL)        
yq_actions       action_prior varchar        40     0 Y     (NULL)        
yq_actions       action_statu char           25     0 Y     (NULL)        
yq_actions       action_lastm date            4     0 Y     (NULL)        
yq_actions       action_durat numeric         4     0 Y     (NULL)        
yq_actions       action_cmnt  long varcha 32767     0 Y     (NULL)        
yq_actions       action_descr varchar        50     0 Y     (NULL)        
yq_actions       action_creat date            4     0 Y     (NULL)        
yq_actions       action_creat char           50     0 Y     (NULL)        
yq_actions       project_id   numeric         4     0 Y     (NULL)        
yq_actions       subproject_i numeric         4     0 Y     (NULL)        
yq_actions       project_name char           50     0 Y     (NULL)        
yq_actions       subproject_n char           50     0 Y     (NULL)        
yq_actions       project_fami varchar        50     0 Y     (NULL)        
yq_actions       project_owne varchar         8     0 Y     (NULL)        
yq_actions       project_budg numeric         8     2 Y     (NULL)        
yq_actions       subproject_l date            4     0 Y     (NULL)        
yq_actions       subproject_l date            4     0 Y     (NULL)        
yq_actions       action_hour_ numeric         8     4 Y     (NULL)        
yq_actions       action_cost  numeric        15     7 Y     (NULL)        
yq_actions       action_salor numeric         6     0 Y     (NULL)        
yq_actions       action_salli numeric         4     0 Y     (NULL)        
yq_actions       invoicestatu char           25     0 Y     (NULL)        
yq_actions       invoice      numeric         6     0 Y     (NULL)        
yq_actions       invoiceline  numeric         3     0 Y     (NULL)        
yq_actions       invoice_cust char           10     0 Y     (NULL)        
yq_actions       action_succe char            1     0 Y     (NULL)        
