table_name       column_name  domain_name width scale nulls default       
pfobjet          poid         numeric         5     0 N     (NULL)        
pfobjet          posort       numeric         5     0 Y     (NULL)        
pfobjet          podesc       varchar        60     0 Y     (NULL)        
pfobjet          pogroup      char            1     0 Y     (NULL)        
pfobjet          podefaultval char            1     0 Y     (NULL)        
pfobjet          poavailable  char            1     0 Y     (NULL)        
pfuseracces      pauscode     char           50     0 N     (NULL)        
pfuseracces      papoid       numeric         5     0 N     (NULL)        
pfuseracces      paautoritep  char            1     0 Y     (NULL)        
pfuseracces      paautoriteu  char            1     0 Y     (NULL)        
pfuseracces      paautoriteg  char            1     0 Y     (NULL)        
pfusers          puuscode     char           50     0 N     (NULL)        
pfusers          puprofil     char            8     0 N     (NULL)        
plangroup        pgcode       numeric         2     0 N     (NULL)        
plangroup        pgname       char           30     0 N     (NULL)        
plangroup        pgactiv      char            1     0 Y     (NULL)        
plangroup        pgtyp        char            1     0 Y     (NULL)        
plangroup        pgitem       char           20     0 Y     (NULL)        
planifiedtask    ptcode       numeric         3     0 N     (NULL)        
planifiedtask    ptdesc       varchar        60     0 Y     (NULL)        
planifiedtask    pttype       numeric         3     0 Y     (NULL)        
planifiedtask    ptfctname    varchar        60     0 Y     (NULL)        
planifiedtask    ptactiv      varchar         1     0 Y     (NULL)        
planifiedtask    ptdatestart  timestamp       8     0 Y     (NULL)        
planifiedtask    ptdateend    timestamp       8     0 Y     (NULL)        
planifiedtask    ptinterval   numeric         6     2 Y     (NULL)        
planifiedtask    ptdateexec   timestamp       8     0 Y     (NULL)        
planifiedtask    ptresult     char            1     0 Y     (NULL)        
planifiedtask    ptprinter    varchar       100     0 Y     (NULL)        
planifiedtask    pttime       numeric       100     0 Y     (NULL)        
planimport       pidate       timestamp       8     0 N     (NULL)        
planimport       piitem       char           20     0 N     (NULL)        
planimport       piqty        numeric        12     3 N     (NULL)        
pmiconn          id           bigint          8     0 N     autoincrement 
pmiconn          connid       bigint          8     0 N     (NULL)        
pmiconn          connectdate  timestamp       8     0 N     (NULL)        
pmiconn          disconnectda timestamp       8     0 Y     (NULL)        
pmiconn          appinfo      varchar      2000     0 N     (NULL)        
pmiconn          applicense   bit             1     0 N     0             
printers         prcode       numeric         3     0 N     (NULL)        
printers         prname       varchar        30     0 N     (NULL)        
printers         prwin        varchar       100     0 Y     (NULL)        
printers         practiv      varchar         1     0 Y     (NULL)        
printsubst       psoriginal   varchar        30     0 N     (NULL)        
printsubst       pstable      varchar        20     0 N     (NULL)        
printsubst       pstablekey   varchar        20     0 N     (NULL)        
printsubst       psfield      varchar        20     0 N     (NULL)        
printsubst       psparam      varchar        20     0 N     (NULL)        
profohead        phcode       numeric         6     0 N     (NULL)        
profohead        phcust       char           10     0 N     (NULL)        
profohead        phdate       timestamp       8     0 N     (NULL)        
profohead        phcurr       char            3     0 Y     (NULL)        
profohead        phtvaref     char           15     0 Y     (NULL)        
profohead        phpaymnt     char            1     0 Y     (NULL)        
profohead        phsalval     numeric         8     2 Y     (NULL)        
profohead        phtvaval     numeric         8     2 Y     (NULL)        
profohead        phtotval     numeric         8     2 Y     (NULL)        
profohead        phcomment    long varcha 32767     0 Y     (NULL)        
profohead        phexpiry     timestamp       8     0 Y     (NULL)        
profohead        phtyptva     char            1     0 Y     (NULL)        
profohead        phcurconv    numeric        10     6 Y     (NULL)        
profohead        phdlvt       char            1     0 Y     (NULL)        
profohead        phpaymode    numeric         2     0 N     (NULL)        
profohead        phactiv      char            1     0 Y     (NULL)        
profohead        phrist       numeric         4     2 Y     (NULL)        
profohead        phesct       numeric         4     2 Y     (NULL)        
profohead        phristval    numeric         8     2 Y     (NULL)        
profohead        phesctval    numeric         8     2 Y     (NULL)        
profohead        phorderrist  char            1     0 Y     (NULL)        
profohead        phmccode     varchar        10     0 Y     (NULL)        
profohead        phstatus     char            1     0 Y     'N'           
profoline        plcode       numeric         6     0 N     (NULL)        
profoline        plline       numeric         4     0 N     (NULL)        
profoline        plitem       char           20     0 N     (NULL)        
profoline        plitcustnam  char           30     0 Y     (NULL)        
profoline        plqty        numeric        12     3 N     (NULL)        
profoline        plqtycust    numeric        12     3 N     (NULL)        
profoline        pluomord     char            5     0 Y     (NULL)        
profoline        pluomconv    numeric        16    10 Y     (NULL)        
profoline        plstdval     numeric        10     4 Y     (NULL)        
profoline        plsalval     numeric         8     2 Y     (NULL)        
profoline        pltva        numeric         4     2 Y     (NULL)        
profoline        pltvaval     numeric         8     2 Y     (NULL)        
profoline        pltotval     numeric         8     2 Y     (NULL)        
profoline        plcomment    long varcha 32767     0 Y     (NULL)        
profoline        pldlvt       char            1     0 Y     (NULL)        
profoline        pldlvtplace  varchar        15     0 Y     (NULL)        
profoline        plnetval     numeric         8     2 Y     (NULL)        
profoline        plorval      numeric        10     4 Y     (NULL)        
profoline        plrist       numeric         4     2 Y     (NULL)        
profoline        plbastva     numeric         8     2 Y     (NULL)        
profoline        plrealtva    numeric         8     2 Y     (NULL)        
profoline        pltype       char            1     0 Y     (NULL)        
profoline        plsalorder   numeric         6     0 Y     (NULL)        
profoline        plsalline    numeric         4     0 Y     (NULL)        
profoline        plshiporder  numeric         6     0 Y     (NULL)        
profoline        plshipline   numeric         4     0 Y     (NULL)        
profoline        plfatype     numeric         3     0 Y     0             
profotva         ptcode       numeric         6     0 N     (NULL)        
profotva         pttva        numeric         4     2 N     (NULL)        
profotva         pttvaval     numeric         8     2 Y     (NULL)        
profotva         ptbasetva    numeric         8     2 Y     (NULL)        
progerrors       pedatim      timestamp       8     0 N     (NULL)        
progerrors       penb         numeric         4     0 Y     (NULL)        
progerrors       peref        char           12     0 Y     (NULL)        
progerrors       pedetail     varchar       180     0 Y     (NULL)        
progerrors       peuser       char           50     0 Y     (NULL)        
progerrors       pepc         varchar        20     0 Y     (NULL)        
progerrors       peos         varchar        70     0 Y     (NULL)        
progerrors       pepmix       varchar        70     0 Y     (NULL)        
progparam        ppcode       char           12     0 N     (NULL)        
progparam        ppname       varchar        30     0 Y     (NULL)        
progparam        ppvalue      varchar         4     0 Y     (NULL)        
progparam        ppchoices    varchar        20     0 Y     (NULL)        
progparam        ppdesc       long varcha 32767     0 Y     (NULL)        
progparam        ppdomsys     varchar         1     0 Y     (NULL)        
progparam        ppdomitm     varchar         1     0 Y     (NULL)        
progparam        ppdomadr     varchar         1     0 Y     (NULL)        
progparam        ppdomsal     varchar         1     0 Y     (NULL)        
progparam        ppdompur     varchar         1     0 Y     (NULL)        
progparam        ppdommfg     varchar         1     0 Y     (NULL)        
progparam        ppdomstk     varchar         1     0 Y     (NULL)        
progparam        ppdomdvi     varchar         1     0 Y     (NULL)        
progparam        ppdomprj     varchar         1     0 Y     (NULL)        
progparam        ppdomlot     varchar         1     0 Y     (NULL)        
progparam        ppdombcd     varchar         1     0 Y     (NULL)        
progparam        ppdomfin     varchar         1     0 Y     (NULL)        
progparam        ppdomqua     varchar         1     0 Y     (NULL)        
progparamwindow  pwcode       varchar        20     0 N     (NULL)        
progparamwindow  pwwindowname varchar        60     0 N     (NULL)        
progparamwindow_ powindowname varchar        60     0 N     (NULL)        
progparamwindow_ poobjectname varchar        60     0 N     (NULL)        
progparamwindow_ povalue_i    integer         4     0 Y     (NULL)        
programs         pgcode       char            8     0 N     (NULL)        
programs         pgname       char           30     0 N     (NULL)        
projaux          paphid       numeric         6     0 N     (NULL)        
projaux          pacode       numeric         4     0 N     (NULL)        
projaux          padesc       varchar        30     0 Y     (NULL)        
projaux          paum         varchar         2     0 Y     (NULL)        
projaux          pafatype     numeric         3     0 Y     (NULL)        
projaux          pastatus     char            1     0 Y     (NULL)        
projaux          padatcrea    timestamp       8     0 Y     (NULL)        
projaux          pausercrea   varchar        50     0 Y     (NULL)        
projaux          padatmodif   timestamp       8     0 Y     (NULL)        
projaux          pausermodif  varchar        50     0 Y     (NULL)        
projaux          paqty        numeric        10     3 Y     (NULL)        
projaux          pastdval     numeric        12     4 Y     (NULL)        
projaux          pasalval     numeric        12     4 Y     (NULL)        
projaux          pacmnt       varchar     32766     0 Y     (NULL)        
projaux          pasort       numeric         3     0 Y     (NULL)        
projaux          paoptional   char            1     0 Y     (NULL)        
projdetail       pdprojid     numeric         6     0 N     (NULL)        
projdetail       pdversid     numeric         3     0 N     (NULL)        
projdetail       pdline       numeric         4     0 N     (NULL)        
projdetail       pdlevel      numeric         2     0 Y     (NULL)        
projdetail       pdtype       char            1     0 Y     (NULL)        
projdetail       pdparentline numeric         4     0 Y     (NULL)        
projdetail       pdlineval    numeric        10     4 Y     (NULL)        
projdetail       pditcode     char           20     0 Y     (NULL)        
projdetail       pdittype     char            1     0 Y     (NULL)        
projdetail       pditramtype  char            1     0 Y     (NULL)        
projdetail       pditalloctyp char            1     0 Y     (NULL)        
projdetail       pditqty      numeric        10     3 Y     (NULL)        
projdetail       pditstdpur   numeric        10     4 Y     (NULL)        
projdetail       pdpurval     numeric        10     4 Y     (NULL)        
projdetail       pditstdsal   numeric        10     4 Y     (NULL)        
projdetail       pdwccode     char            8     0 Y     (NULL)        
projdetail       pdwcoffset   numeric         6     2 Y     (NULL)        
projdetail       pdwclabfix   numeric         6     2 Y     (NULL)        
projdetail       pdwclabrun   numeric         6     2 Y     (NULL)        
projdetail       pdwcmacfix   numeric         6     2 Y     (NULL)        
projdetail       pdwcmacrun   numeric         6     2 Y     (NULL)        
projdetail       pdwcfixval   numeric        10     4 Y     (NULL)        
projdetail       pdwcstdlab   numeric        10     4 Y     (NULL)        
projdetail       pdwcstdmac   numeric        10     4 Y     (NULL)        
projdetail       pdwclabval   numeric        10     4 Y     (NULL)        
projdetail       pdwcmacval   numeric        10     4 Y     (NULL)        
projdetail       pdfree       varchar        30     0 Y     (NULL)        
projdetail       pdcmnt       varchar        60     0 Y     (NULL)        
projdetail       pdsort       numeric         4     0 Y     (NULL)        
projdetail       pdtitle      varchar        50     0 Y     (NULL)        
projdetail       pdtextline   long varcha 32767     0 Y     (NULL)        
projhead         phcode       numeric         6     0 N     (NULL)        
projhead         phstatus     char            1     0 Y     (NULL)        
projhead         phactiv      char            1     0 Y     (NULL)        
projhead         phdesc       varchar        50     0 Y     (NULL)        
projhead         phdesc2      varchar      1000     0 Y     (NULL)        
projhead         phadid       char           10     0 Y     (NULL)        
projhead         phstid       numeric         4     0 Y     (NULL)        
projhead         phdatcrea    timestamp       8     0 Y     (NULL)        
projhead         phdatreq     timestamp       8     0 Y     (NULL)        
projhead         phreqtyp     char            1     0 Y     (NULL)        
projhead         phmastr      numeric         6     0 Y     (NULL)        
projhead         phuplab      numeric         5     2 Y     (NULL)        
projhead         phupmat      numeric         5     2 Y     (NULL)        
projhead         phupoth      numeric         5     2 Y     (NULL)        
projhead         phupglob     numeric         5     2 Y     (NULL)        
projhead         phinvacc     numeric         3     0 Y     (NULL)        
projhead         phstep       numeric         2     0 Y     (NULL)        
projhead         phtype       char            1     0 Y     (NULL)        
projhead         phcurr       char            3     0 Y     (NULL)        
projhead         phrate       numeric         5     0 Y     (NULL)        
projhead         phrist       numeric         5     2 Y     (NULL)        
projhead         phadcontact  numeric         2     0 Y     (NULL)        
projhead         phexpdate    timestamp       8     0 Y     (NULL)        
projhead         phfilehead   numeric         6     0 Y     (NULL)        
projhead         phfileline   numeric         4     0 Y     (NULL)        
projhead         phofferact   numeric         6     0 Y     (NULL)        
projhead         phflwofferac numeric         6     0 Y     (NULL)        
projhead         phcustref    varchar        40     0 Y     (NULL)        
projhead         phlang       char            2     0 Y     (NULL)        
projhead         phdlvt       char            1     0 Y     (NULL)        
projhead         phdlvtplace  varchar        15     0 Y     (NULL)        
projhead         phcustpay    char            1     0 Y     (NULL)        
projhead         phdocid      numeric         7     0 Y     (NULL)        
projhead         phsuccessper numeric         3     0 Y     (NULL)        
projhead         phfrcstdate  timestamp       8     0 Y     (NULL)        
projhead         phfam1       numeric         3     0 Y     (NULL)        
projhead         phfam2       numeric         3     0 Y     (NULL)        
projhead         phsalesman   varchar         8     0 Y     (NULL)        
projhead         phmccode     varchar        10     0 Y     (NULL)        
projhead         phdirectsal  char            1     0 N     'N'           
projhead         phturnid     numeric         3     0 Y     (NULL)        
projhead         phprinted    char            1     0 Y     (NULL)        
projhead         phggcode     numeric         5     0 Y     (NULL)        
projhead         phcreauser   varchar        50     0 Y     (NULL)        
projinvlin       plphid       numeric         6     0 N     (NULL)        
projinvlin       plpvid       numeric         3     0 N     (NULL)        
projinvlin       plcode       numeric         4     0 N     (NULL)        
projinvlin       plstepid     numeric         2     0 N     (NULL)        
projinvlin       plinvpc      numeric         3     0 Y     (NULL)        
projinvlin       plplinvdone  char            1     0 Y     (NULL)        
projinvlin       plinvoiced   numeric         8     2 Y     (NULL)        
projlab          pbphid       numeric         6     0 N     (NULL)        
projlab          pbpvid       numeric         3     0 N     (NULL)        
projlab          pbplid       numeric         4     0 N     (NULL)        
projlab          pbcode       numeric         4     0 N     (NULL)        
projlab          pbwc         char            8     0 N     (NULL)        
projlab          pbreqmac     numeric         6     2 Y     (NULL)        
projlab          pbreqlab     numeric         6     2 Y     (NULL)        
projlab          pbcost       numeric         8     2 Y     (NULL)        
projlab          pbphase      numeric         2     0 Y     (NULL)        
projline         plphid       numeric         6     0 N     (NULL)        
projline         plpvid       numeric         3     0 N     (NULL)        
projline         plcode       numeric         4     0 N     (NULL)        
projline         pltyp        char            1     0 Y     (NULL)        
projline         plqty        numeric        12     3 Y     (NULL)        
projline         plitem       char           20     0 Y     (NULL)        
projline         plmethod     char            1     0 Y     (NULL)        
projline         plwcid       char            8     0 Y     (NULL)        
projline         pldymevers   char            5     0 Y     (NULL)        
projline         plsuppid     char           10     0 Y     (NULL)        
projline         pldesc       varchar        90     0 Y     (NULL)        
projline         plsize       varchar       120     0 Y     (NULL)        
projline         pldatrel     timestamp       8     0 Y     (NULL)        
projline         pldatreq     timestamp       8     0 Y     (NULL)        
projline         plcostlab    numeric         8     2 Y     (NULL)        
projline         plcostmat    numeric         8     2 Y     (NULL)        
projline         plcostoth    numeric         8     2 Y     (NULL)        
projline         plsalcost    numeric         8     2 Y     (NULL)        
projline         plinvtyp     char            1     0 Y     (NULL)        
projline         plum         char            2     0 Y     (NULL)        
projmat          pmphid       numeric         6     0 N     (NULL)        
projmat          pmpvid       numeric         3     0 N     (NULL)        
projmat          pmplid       numeric         4     0 N     (NULL)        
projmat          pmcode       numeric         4     0 N     (NULL)        
projmat          pmitem       char           20     0 Y     (NULL)        
projmat          pmreqqty     numeric        12     3 Y     (NULL)        
projmat          pmreqdat     timestamp       8     0 Y     (NULL)        
projmat          pmcost       numeric         8     2 Y     (NULL)        
projmat          pmdyline     numeric         4     0 Y     (NULL)        
projsize         psphid       numeric         6     0 N     (NULL)        
projsize         pspvid       numeric         3     0 N     (NULL)        
projsize         psplid       numeric         4     0 N     (NULL)        
projsize         psduid       numeric         4     0 N     (NULL)        
projsize         psdudesc     char           20     0 Y     (NULL)        
projsize         psduuom      char            2     0 Y     (NULL)        
projsize         psduval      numeric         9     3 Y     (NULL)        
projstep         psphid       numeric         6     0 N     (NULL)        
projstep         pscode       numeric         2     0 N     (NULL)        
projstep         psdesc       char           20     0 Y     (NULL)        
projstep         pssort       numeric         2     0 Y     (NULL)        
projvrsn         pvphid       numeric         6     0 N     (NULL)        
projvrsn         pvcode       numeric         3     0 N     (NULL)        
projvrsn         pvdesc       varchar        50     0 Y     (NULL)        
projvrsn         pvdesc2      varchar       120     0 Y     (NULL)        
projvrsn         pvstatus     char            1     0 Y     (NULL)        
projvrsn         pvdatcrea    timestamp       8     0 Y     (NULL)        
projvrsn         pvusercrea   char           50     0 Y     (NULL)        
projvrsn         pvdatmodif   timestamp       8     0 Y     (NULL)        
projvrsn         pvusermodif  char           50     0 Y     (NULL)        
projvrsn         pvqty        numeric        10     3 Y     (NULL)        
projvrsn         pvrampurval  numeric        10     4 Y     (NULL)        
projvrsn         pvramsalval  numeric        10     4 Y     (NULL)        
projvrsn         pvlabpurval  numeric        10     4 Y     (NULL)        
projvrsn         pvlabsalval  numeric        10     4 Y     (NULL)        
projvrsn         pvmacpurval  numeric        10     4 Y     (NULL)        
projvrsn         pvmacsalval  numeric        10     4 Y     (NULL)        
projvrsn         pvothsalval  numeric        10     4 Y     (NULL)        
projvrsn         pvpurval     numeric        10     4 Y     (NULL)        
projvrsn         pvsalval     numeric        10     4 Y     (NULL)        
projvrsn         pvexpdat     timestamp       8     0 Y     (NULL)        
projvrsn         pvtyp        char            1     0 Y     (NULL)        
projvrsn         pvothpurval  numeric        10     4 Y     (NULL)        
projvrsn         pvuplab      numeric         5     2 Y     (NULL)        
projvrsn         pvupmat      numeric         5     2 Y     (NULL)        
projvrsn         pvupoth      numeric         5     2 Y     (NULL)        
projvrsn         pvupglob     numeric         5     2 Y     (NULL)        
projvrsn         pvitem       char           20     0 Y     (NULL)        
projvrsn         pvwc         char            8     0 Y     (NULL)        
projvrsn         pvpriceorg   char            1     0 Y     (NULL)        
projvrsn         pvcmnt       long varcha 32767     0 Y     (NULL)        
projvrsn         pvsort       numeric         4     0 Y     (NULL)        
projvrsn         pvrate       numeric         5     0 Y     (NULL)        
projvrsn         pvrist       numeric         5     2 Y     (NULL)        
projvrsn         pvdgcode     numeric         4     0 Y     (NULL)        
projvrsn         pvsortgroup  numeric         4     0 Y     (NULL)        
projvrsn         pvoptional   char            1     0 Y     (NULL)        
projvrsn         pvitum       char            2     0 Y     (NULL)        
projvrsn         pvbaseprice  numeric        10     4 Y     (NULL)        
projvrsn         pvratehead   numeric         5     0 Y     (NULL)        
projvrsn         pvqtyord     numeric        10     3 Y     (NULL)        
projvrsn         pvuomord     varchar         5     0 Y     (NULL)        
projvrsn         pvpricetyp   char            1     0 Y     (NULL)        
promohead        phcode       numeric         4     0 N     (NULL)        
promohead        phname       varchar        30     0 Y     (NULL)        
promohead        phactiv      char            1     0 Y     (NULL)        
promohead        phstartdate  timestamp       8     0 Y     (NULL)        
promohead        phstopdate   timestamp       8     0 Y     (NULL)        
promohead        phrateid     numeric         5     0 Y     (NULL)        
promohead        phdesc       varchar       200     0 Y     (NULL)        
promohead        phminsale    decimal        10     2 Y     (NULL)        
promohead        phrissale    decimal         5     2 Y     (NULL)        
promoline        plcode       numeric         4     0 N     (NULL)        
promoline        plline       numeric         4     0 N     (NULL)        
promoline        plitem       char           20     0 Y     (NULL)        
promoline        plitstat1    char            2     0 Y     (NULL)        
promoline        plitstat2    char            2     0 Y     (NULL)        
promoline        pltyp        char            1     0 Y     (NULL)        
promoline        plqty1       numeric        11     5 Y     (NULL)        
promoline        plqty2       numeric        11     5 Y     (NULL)        
promoline        pldiscpc     numeric        11     5 Y     (NULL)        
promoline        plgetriscde  bit             1     0 N     0             
promoline        plsumcde     bit             1     0 N     0             
purcnthead       chcode       numeric         6     0 N     (NULL)        
purcnthead       chstatus     char            1     0 Y     (NULL)        
purcnthead       chadid       char           10     0 Y     (NULL)        
purcnthead       chdesc       varchar        50     0 Y     (NULL)        
purcnthead       Chadref      varchar        30     0 Y     (NULL)        
purcnthead       Chcurr       char            3     0 Y     (NULL)        
purcnthead       Chcreadat    timestamp       8     0 Y     (NULL)        
purcnthead       Chordid      numeric         6     0 Y     (NULL)        
purcnthead       Chappdat     timestamp       8     0 Y     (NULL)        
purcnthead       Chexptyp     char            1     0 Y     (NULL)        
purcnthead       Chexpdat     timestamp       8     0 Y     (NULL)        
purcnthead       Chexpqty     numeric        10     3 Y     (NULL)        
purcnthead       Chuomord     char            2     0 Y     (NULL)        
purcnthead       Chlastdat    timestamp       8     0 Y     (NULL)        
purcnthead       Chusdqty     numeric        10     3 Y     (NULL)        
purcnthead       Chcmnt       long varcha 32767     0 Y     (NULL)        
purcnthead       chdlvt       char            1     0 Y     (NULL)        
purcnthead       chdlvtplace  varchar        15     0 Y     (NULL)        
purcnthead       chmccode     varchar        10     0 Y     (NULL)        
purcntline       clcode       numeric         6     0 N     (NULL)        
purcntline       clitemid     char           20     0 N     (NULL)        
purcntline       cladref      char           30     0 Y     (NULL)        
purcntline       clleadtime   numeric         4     0 Y     (NULL)        
purcntline       cluomord     char            2     0 Y     (NULL)        
purcntline       Cluomconv    numeric        12     6 Y     (NULL)        
purcntline       Cllastdat    timestamp       8     0 Y     (NULL)        
purcntline       Clusdqty     numeric        10     3 Y     (NULL)        
purcntline       clstdcost    numeric        10     4 Y     (NULL)        
purcntline       Clnegoqty    numeric        10     3 Y     (NULL)        
purcntline       Clexpdate    timestamp       8     0 Y     (NULL)        
purghead         phcode       numeric         6     0 N     (NULL)        
purghead         phtype       char            1     0 N     (NULL)        
purghead         phsupp       char           10     0 N     (NULL)        
purghead         phcurr       char            3     0 N     (NULL)        
purghead         phstatus     char            1     0 Y     (NULL)        
purghead         phdatcrea    timestamp       8     0 Y     (NULL)        
purghead         phlastline   numeric         4     0 Y     (NULL)        
purghead         phprojid     numeric         6     0 Y     (NULL)        
purghead         phversn      numeric         3     0 Y     (NULL)        
purghead         phcmnt       varchar      1000     0 Y     (NULL)        
purghead         phfileref    numeric         4     0 Y     (NULL)        
purghead         phfileline   numeric         4     0 Y     (NULL)        
purghead         phpurchaser  char            8     0 Y     (NULL)        
purghead         phdlvt       char            1     0 Y     (NULL)        
purghead         phdlvtplace  varchar        15     0 Y     (NULL)        
purghead         phsupppay    char            1     0 Y     (NULL)        
purghead         phcreauser   char           50     0 Y     (NULL)        
purghead         phaut        char            1     0 Y     (NULL)        
purghead         phautuser    char           50     0 Y     (NULL)        
purghead         phautdate    timestamp       8     0 Y     (NULL)        
purghead         phrcpocmnt   varchar       240     0 Y     (NULL)        
purghead         phmccode     varchar        10     0 Y     (NULL)        
purghead         phrefint     varchar        60     0 Y     (NULL)        
purghead         phsendwms    numeric         3     0 N     0             
purgline         plcode       numeric         6     0 N     (NULL)        
purgline         plline       numeric         4     0 N     (NULL)        
purgline         pldesc       char           50     0 Y     (NULL)        
purgline         plqty        numeric        10     3 N     (NULL)        
purgline         pldatreq     timestamp       8     0 N     (NULL)        
purgline         plpurval     numeric         8     2 Y     (NULL)        
purgline         plqtyrec     numeric        10     3 Y     (NULL)        
purgline         plstatus     char            1     0 Y     (NULL)        
purgline         plshipto     numeric         4     0 Y     (NULL)        
purgline         plrefnum     numeric         6     0 Y     (NULL)        
purgline         plcmnt       long varcha 32767     0 Y     (NULL)        
purgline         plqtyinv     numeric        10     3 Y     (NULL)        
purgline         plcptpur     char           12     0 Y     (NULL)        
purgline         plcptanal    char           12     0 Y     (NULL)        
purgline         plstdval     numeric        10     4 Y     (NULL)        
purgline         plrapnb      integer         4     0 Y     (NULL)        
purgline         pllastrap    timestamp       8     0 Y     (NULL)        
purgline         plsalhead    numeric         6     0 Y     (NULL)        
purgline         plsalline    numeric         4     0 Y     (NULL)        
purgline         plinvclot    char            1     0 Y     (NULL)        
purgline         pldatrec     timestamp       8     0 Y     (NULL)        
purgline         pluomord     char            2     0 Y     (NULL)        
purgline         plrcio       char            1     0 Y     (NULL)        
purgline         plrefline    numeric         5     0 Y     (NULL)        
purgline         plenvoy      char            1     0 Y     (NULL)        
purhead          phcode       numeric         6     0 N     (NULL)        
purhead          phsupp       char           10     0 N     (NULL)        
purhead          phcurr       char            3     0 N     (NULL)        
purhead          phstatus     char            1     0 Y     (NULL)        
purhead          phdatcrea    timestamp       8     0 Y     (NULL)        
purhead          phlastline   numeric         4     0 Y     (NULL)        
purhead          phcntid      numeric         6     0 Y     (NULL)        
purhead          phcntref     varchar        30     0 Y     (NULL)        
purhead          phcmnt       varchar      1000     0 Y     (NULL)        
purhead          phwithtransp char            1     0 Y     (NULL)        
purhead          phtranspid   char           10     0 Y     (NULL)        
purhead          phdlvt       char            1     0 Y     (NULL)        
purhead          phdlvtplace  varchar        15     0 Y     (NULL)        
purhead          phtransfered char            1     0 Y     (NULL)        
purhead          phfileref    numeric         4     0 Y     (NULL)        
purhead          phfileline   numeric         4     0 Y     (NULL)        
purhead          phdatsupply  timestamp       8     0 Y     (NULL)        
purhead          phpurchaser  char            8     0 Y     (NULL)        
purhead          phrcpocmnt   varchar       240     0 Y     (NULL)        
purhead          phsupppay    char            1     0 Y     (NULL)        
purhead          phcreauser   char           50     0 Y     (NULL)        
purhead          phaut        char            1     0 Y     (NULL)        
purhead          phautuser    char            8     0 Y     (NULL)        
purhead          phautdate    timestamp       8     0 Y     (NULL)        
purhead          phmccode     varchar        10     0 Y     (NULL)        
purhead          phrefint     varchar        60     0 Y     ''            
purhead          phnbsendedi  numeric         3     0 N     0             
purhead          phsendwms    numeric         3     0 N     0             
purhead          phchassis    varchar        17     0 Y     (NULL)        
purhead          phregistre   varchar        20     0 Y     (NULL)        
purhead          phmarque     varchar        25     0 Y     (NULL)        
purhead          phdatereg    timestamp       8     0 Y     (NULL)        
purhead          phkm         numeric         6     0 Y     (NULL)        
purhead          phmodif      timestamp       8     0 Y     (NULL)        
purhead          phusermodif  char           20     0 Y     (NULL)        
purhead          phproforma   char            1     0 Y     (NULL)        
purheadlimite    phlcode      numeric         6     0 N     (NULL)        
purheadlimite    phlsupp      char           10     0 N     (NULL)        
purheadlimite    phlcurr      char            3     0 N     (NULL)        
purheadlimite    phlstatus    char            1     0 Y     (NULL)        
purheadlimite    phldatcrea   timestamp       8     0 Y     (NULL)        
purheadlimite    phllastline  numeric         4     0 Y     (NULL)        
purheadlimite    phlcntid     numeric         6     0 Y     (NULL)        
purheadlimite    phlcntref    varchar        30     0 Y     (NULL)        
purheadlimite    phlcmnt      varchar      1000     0 Y     (NULL)        
purheadlimite    phlwithtrans char            1     0 Y     (NULL)        
purheadlimite    phltranspid  char           10     0 Y     (NULL)        
purheadlimite    phldlvt      char            1     0 Y     (NULL)        
purheadlimite    phldlvtplace varchar        15     0 Y     (NULL)        
purheadlimite    phltransfere char            1     0 Y     (NULL)        
purheadlimite    phlfileref   numeric         4     0 Y     (NULL)        
purheadlimite    phlfileline  numeric         4     0 Y     (NULL)        
purheadlimite    phldatsupply timestamp       8     0 Y     (NULL)        
purheadlimite    phlpurchaser char            8     0 Y     (NULL)        
purheadlimite    phlrcpocmnt  varchar       240     0 Y     (NULL)        
purheadlimite    phlcreauser  char           50     0 Y     (NULL)        
purheadlimite    phlaut       char            1     0 Y     (NULL)        
purheadlimite    phlautuser   char            8     0 Y     (NULL)        
purheadlimite    phlautdate   timestamp       8     0 Y     (NULL)        
purheadlimite    phlmccode    varchar        10     0 Y     (NULL)        
purheadlimite    phlrefint    varchar        60     0 Y     ''            
purheadlimite    phlnbsendedi numeric         3     0 N     0             
purheadlimite    phlsendwms   numeric         3     0 N     0             
purheadlimite    phlchassis   varchar        17     0 Y     (NULL)        
purheadlimite    phlregistre  varchar        20     0 Y     (NULL)        
purheadlimite    phlmarque    varchar        25     0 Y     (NULL)        
purheadlimite    phldatereg   timestamp       8     0 Y     (NULL)        
purheadlimite    phlkm        numeric         6     0 Y     (NULL)        
purheadlimite    phlmodif     timestamp       8     0 Y     (NULL)        
purheadlimite    phlusermodif char           20     0 Y     (NULL)        
purinvcpt        pccode       numeric         6     0 N     (NULL)        
purinvcpt        pccptpur     varchar        12     0 N     (NULL)        
purinvcpt        pctva        numeric         4     2 N     (NULL)        
purinvcpt        pcbasval     numeric         8     2 Y     (NULL)        
purinvcpt        pccurbasval  numeric         8     2 Y     (NULL)        
purinvcpt        pctvaval     numeric         8     2 Y     (NULL)        
purinvcpt        pccurtvaval  numeric         8     2 Y     (NULL)        
purinvhead       picode       numeric         6     0 N     (NULL)        
purinvhead       pisup        char           10     0 N     (NULL)        
purinvhead       pidate       timestamp       8     0 N     (NULL)        
purinvhead       picurr       char            3     0 Y     (NULL)        
purinvhead       pitvaref     char           15     0 Y     (NULL)        
purinvhead       pistatus     char            1     0 Y     (NULL)        
